path,filename,class_code,source_split,extension,file_size_bytes,read_ok,width,height,channels,mode,mean_brightness,median_brightness,std_brightness,dark_pixel_ratio,bright_pixel_ratio,sha256,split,true_class,predicted_bright3,dataset_index,original_brightness
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-16\2019_0809_155001_003 1992_0.jpg,2019_0809_155001_003 1992_0.jpg,A-16,test_original,.jpg,2972,True,63,43,3,RGB,140.05601501464844,141.9405975341797,67.86638641357422,0.0232558139534883,0.0487264673311184,8bbbe27147c3cb1ab6d9b6dd7ae59d59e1cf7c6aa09fa87bc2ec24bfb64ef0f0,test_final,A-16,A-17,136,140.05601501464844
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-17\2019_0719_150032_004 0293_0.jpg,2019_0719_150032_004 0293_0.jpg,A-17,test_original,.jpg,6366,True,123,106,3,RGB,178.95974731445312,159.3782958984375,72.89707946777344,0.0026844608068722,0.3372449762233471,1bc01e7e3e18b3c40267b84f63c1872c417d2044e4fb61bcfd3d7568e7912f58,test_final,A-17,A-24,174,178.95974731445312
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-17\2019_0721_171043_003 0495_0.jpg,2019_0721_171043_003 0495_0.jpg,A-17,test_original,.jpg,4599,True,92,88,3,RGB,125.51570892333984,103.05470275878906,63.49575805664063,0.0585474308300395,0.0,d028c1e559bae55c36056eed76bf9eb3146de78f056952d45778e73f52a5781f,test_final,A-17,A-24,179,125.51570892333984
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-17\2019_0809_155001_003 1343_0.jpg,2019_0809_155001_003 1343_0.jpg,A-17,test_original,.jpg,4215,True,65,77,3,RGB,178.4860076904297,198.47259521484372,58.0565299987793,0.0079920079920079,0.0089910089910089,ea676fa3ca1b976de7fd6fe7ab7aea958a066c107ef476c72da0b12870ef8c01,test_final,A-17,A-16,186,178.4860076904297
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-17\2019_0809_162432_004 0345_0.jpg,2019_0809_162432_004 0345_0.jpg,A-17,test_original,.jpg,2843,True,53,55,3,RGB,103.63172912597656,90.4263916015625,43.31734085083008,0.0082332761578044,0.0,d41309243aa9056d3a342798122648896275c52f50a24d0846d82f4248f2c34e,test_final,A-17,B-9,189,103.63172912597656
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-17\2019_0809_162432_004 0346_0.jpg,2019_0809_162432_004 0346_0.jpg,A-17,test_original,.jpg,21175,True,192,222,3,RGB,76.82864379882812,65.48249816894531,47.42227935791016,0.0272616366366366,0.0184168543543543,f0f4dbf01e98bde042f77208cfd12d7226ac3f654b42890e494b6055e528511b,test_final,A-17,A-24,190,76.82864379882812
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-17\2019_0811_183255_004 0401_0.jpg,2019_0811_183255_004 0401_0.jpg,A-17,test_original,.jpg,4446,True,77,67,3,RGB,57.680267333984375,55.01900100708008,38.14744186401367,0.156619499903082,0.0,1e8ecb7ba4389c0288c2235d11de98922d0d198631de8add98c467f2f79cc4d9,test_final,A-17,A-24,202,57.680267333984375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-17\2019_0814_162326_004 1625_0.jpg,2019_0814_162326_004 1625_0.jpg,A-17,test_original,.jpg,8441,True,111,133,3,RGB,170.5064697265625,177.7154083251953,67.87657165527344,0.0037932669511616,0.0243175506333401,9192d92158e68025ee4c16f47044deeb3fc7949be597b77bf40c53b139a16159,test_final,A-17,A-29,211,170.5064697265625
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0719_142601_003 1359_0.jpg,2019_0719_142601_003 1359_0.jpg,A-18b,test_original,.jpg,1850,True,48,39,3,RGB,183.12229919433597,206.0821990966797,53.864524841308594,0.0101495726495726,0.0138888888888888,28cba914b1f86ac03479790f2c47016e963708012f594deaa273391012c3e739,test_final,A-18b,A-2,231,183.12229919433597
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0721_181936_005 108_0.jpg,2019_0721_181936_005 108_0.jpg,A-18b,test_original,.jpg,1640,True,46,37,3,RGB,108.3505630493164,83.2426986694336,65.77388763427734,0.0123384253819036,0.0029377203290246,b74ff0f956ea51a011059563caf98cc9f953de47f2348131715648e622f25999,test_final,A-18b,A-32,244,108.3505630493164
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0809_155001_003 0655_1.jpg,2019_0809_155001_003 0655_1.jpg,A-18b,test_original,.jpg,3138,True,61,61,3,RGB,195.98179626464844,208.2313995361328,53.17350387573242,0.0048374092985756,0.026874496103198,d8568ded34c3d2ef99f24e39386fa52175b9579de266ca3cc3f7358a8c5a455e,test_final,A-18b,A-2,253,195.98179626464844
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0809_155001_003 1570_0.jpg,2019_0809_155001_003 1570_0.jpg,A-18b,test_original,.jpg,2706,True,67,51,3,RGB,196.0775146484375,212.54319763183597,41.36117935180664,0.0108282118817676,0.0005853087503658,1483d52cfd9821dd7ff982a1660a776f612d047ffa8086d55accfb2a01b03ddb,test_final,A-18b,A-2,266,196.0775146484375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0809_155001_003 2065_0.jpg,2019_0809_155001_003 2065_0.jpg,A-18b,test_original,.jpg,4752,True,80,67,3,RGB,109.23248291015624,88.75360107421875,70.77969360351562,0.044776119402985,0.0,79cec06f1e3329cba0f0c7c12a3cec77a96adde60b1747dd8f53b8607565844e,test_final,A-18b,A-29,268,109.23248291015624
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0809_162432_004 0790_0.jpg,2019_0809_162432_004 0790_0.jpg,A-18b,test_original,.jpg,7713,True,159,136,3,RGB,141.85345458984375,90.07939910888672,78.75225830078125,0.0199315575286718,0.0012948575656677,84cc9b87e6bc9ee22594f07c5c8b99022bd06ec34d6d62e25319917239fb5ddd,test_final,A-18b,A-8,274,141.85345458984375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0809_162432_004 1298_0.jpg,2019_0809_162432_004 1298_0.jpg,A-18b,test_original,.jpg,1577,True,36,32,3,RGB,160.10394287109375,170.66879272460938,51.40224075317383,0.0069444444444444,0.0008680555555555,3b5e6168d3d95899cc18e19a3838c6766a9df574b139dbf512816135051e2c26,test_final,A-18b,A-2,276,160.10394287109375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0809_162432_004 1299_0.jpg,2019_0809_162432_004 1299_0.jpg,A-18b,test_original,.jpg,2845,True,61,55,3,RGB,177.9408416748047,201.0039978027344,55.4934196472168,0.0035767511177347,0.0050670640834575,08426de05b5d68e2ecc43d7a8cef81284edfd7cb8f0be532c8f7c453a8737b9c,test_final,A-18b,A-2,277,177.9408416748047
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0814_162326_004 0409_0.jpg,2019_0814_162326_004 0409_0.jpg,A-18b,test_original,.jpg,1775,True,41,37,3,RGB,74.32328033447266,54.66179656982422,52.4897575378418,0.1786420566908372,0.0,4035e6ef985a984ce2b2a3254844f3c23e2268a94a9bdf5c5f0c0cc6d4316703,test_final,A-18b,A-2,308,74.32328033447266
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0815_090538_005 1108_0.jpg,2019_0815_090538_005 1108_0.jpg,A-18b,test_original,.jpg,2612,True,78,59,3,RGB,57.55651092529297,51.35180282592773,30.435400009155277,0.0112994350282485,0.0036940460669274,4dbe9f8cd143d34afc1c427bfa3a0acb2a95973561299953feec1a9f56f7ee8f,test_final,A-18b,B-9,317,57.55651092529297
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0721_171043_003 1553_0.jpg,2019_0721_171043_003 1553_0.jpg,A-2,test_original,.jpg,1362,True,29,34,3,RGB,92.02337646484376,99.96499633789062,42.87622833251953,0.0304259634888438,0.0,de76f5d13f357e9e515c97988f60304990dd17bd4b6980a3c6eab970cbd12f5d,test_final,A-2,C-9,331,92.02337646484376
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0721_171043_003 1787_0.jpg,2019_0721_171043_003 1787_0.jpg,A-2,test_original,.jpg,1727,True,41,39,3,RGB,75.79511260986328,75.35880279541016,48.15421676635742,0.0619136960600375,0.0012507817385866,457657c295cf90207b3cd02d25a4d9c6a87e5ca6eba77de6180825decfd03c1d,test_final,A-2,A-18b,333,75.79511260986328
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0726_185626_003 195_0.jpg,2019_0726_185626_003 195_0.jpg,A-2,test_original,.jpg,1922,True,37,36,3,RGB,93.76904296875,68.06939697265625,76.34691619873047,0.1989489489489489,0.0,4a7658d469867cf32d610186a73fedb4eecb8cc8b6e0220125f22f55b5c08bd0,test_final,A-2,C-9,335,93.76904296875
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0726_185626_003 409_0.jpg,2019_0726_185626_003 409_0.jpg,A-2,test_original,.jpg,1967,True,42,37,3,RGB,105.7553482055664,38.78620147705078,96.9462661743164,0.24002574002574,0.0051480051480051,7e6d302fc4c8562a5784fa452ec49283e62e888355c3ecb93ddc75cecaa9a97a,test_final,A-2,B-36,337,105.7553482055664
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0726_185626_003 542_0.jpg,2019_0726_185626_003 542_0.jpg,A-2,test_original,.jpg,3838,True,70,64,3,RGB,119.32794189453124,107.8144073486328,57.24823760986328,0.0194196428571428,0.0,adfd3417970e8593c5ea68b8863c031745ad680459ade3cea18a63a4aeda06c7,test_final,A-2,A-18b,341,119.32794189453124
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0815_090538_005 0954_0.jpg,2019_0815_090538_005 0954_0.jpg,A-2,test_original,.jpg,1924,True,56,49,3,RGB,37.55370330810547,37.03959655761719,20.832216262817383,0.1508746355685131,0.0,8767ad056072b0d983b77956fdc86e208482ef81a1c29ee917950e803a2433b2,test_final,A-2,A-18b,351,37.55370330810547
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0905_182313_001 0085_0.jpg,2019_0905_182313_001 0085_0.jpg,A-2,test_original,.jpg,5496,True,102,90,3,RGB,126.68645477294922,130.96109008789062,65.54789733886719,0.0062091503267973,0.0,3aacff61139543005f4d7eed47b0db702b0a2a6dc2a5b72313c7401ba2b45a8e,test_final,A-2,A-29,371,126.68645477294922
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-20\2019_0809_155001_003 1160_1.jpg,2019_0809_155001_003 1160_1.jpg,A-20,test_original,.jpg,2745,True,48,49,3,RGB,154.8316192626953,180.64170837402344,72.115478515625,0.0259353741496598,0.0204081632653061,81f78cbf12a59fb13295aa6bb599bf206513ce1f88bb6c52a24e5bcdd4f4f63e,test_final,A-20,A-17,384,154.8316192626953
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-24\2019_0920_161014_042 0175_0.jpg,2019_0920_161014_042 0175_0.jpg,A-24,test_original,.jpg,3145,True,63,47,3,RGB,165.88392639160156,174.59779357910156,61.20155334472656,0.0118203309692671,0.0118203309692671,82e08e3928e613defd9264c0b202c92630f868efa1fbb689d7f01c0a37334e46,test_final,A-24,A-17,396,165.88392639160156
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-29\2019_0719_150032_004 0294_0.jpg,2019_0719_150032_004 0294_0.jpg,A-29,test_original,.jpg,1586,True,33,43,3,RGB,74.220458984375,67.8135986328125,37.6030502319336,0.0070472163495419,0.0,b2db011fdf3db5b551f4e09ef440e123b6587824cd9e08b8a2915d5efc0be465,test_final,A-29,A-2,408,74.220458984375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-29\2019_0719_150032_004 0631_0.jpg,2019_0719_150032_004 0631_0.jpg,A-29,test_original,.jpg,1886,True,34,39,3,RGB,111.52434539794922,113.29800415039062,58.722930908203125,0.0203619909502262,0.0339366515837104,d05f7d07408fa0c1c354c440fc34e41e740592366617779ae54be9138b9fb7c4,test_final,A-29,A-32,415,111.52434539794922
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-29\2019_0719_150032_004 0775_0.jpg,2019_0719_150032_004 0775_0.jpg,A-29,test_original,.jpg,1368,True,32,27,3,RGB,148.4698486328125,132.194091796875,61.17543029785156,0.0,0.105324074074074,0781f915237f777c5c8b3837ec4ad55ee85e32e4e4f10c35276be282abf15e80,test_final,A-29,A-2,418,148.4698486328125
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-29\2019_0809_155001_003 1703_0.jpg,2019_0809_155001_003 1703_0.jpg,A-29,test_original,.jpg,7581,True,137,143,3,RGB,192.8625640869141,202.19461059570312,43.62654113769531,0.0011740084732785,0.0009698330866214,040392529999e1371d2a2cfb391d4c8fe229d5568939bafcfcf34ee81b827e67,test_final,A-29,A-2,429,192.8625640869141
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-29\2019_0809_155001_003 1707_0.jpg,2019_0809_155001_003 1707_0.jpg,A-29,test_original,.jpg,2347,True,45,45,3,RGB,97.37384033203124,86.32240295410156,58.79275894165039,0.0503703703703703,0.0,8b610a077289b50b97739f0cb451e3343be15620bc063b49c7b0b21b4fafed07,test_final,A-29,A-18b,430,97.37384033203124
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-3\2019_0721_171043_003 0866_0.jpg,2019_0721_171043_003 0866_0.jpg,A-3,test_original,.jpg,2171,True,51,42,3,RGB,82.07780456542969,53.31060028076172,51.90413284301758,0.0480859010270775,0.0,d0f24af6455d5aed471d6902db25c2198e76c1e813dd48b26ff9e112efaa7664,test_final,A-3,A-12a,465,82.07780456542969
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-3\2019_0726_185626_003 959_0.jpg,2019_0726_185626_003 959_0.jpg,A-3,test_original,.jpg,6591,True,127,108,3,RGB,191.68194580078125,216.847900390625,54.678688049316406,0.0045931758530183,0.0006561679790026,5daccd5c43189aea43f20e510b73f68a5b03021cd0ae2c4034a8afb6a0672dfb,test_final,A-3,A-6b,471,191.68194580078125
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-3\2019_0816_172034_007 0077_0.jpg,2019_0816_172034_007 0077_0.jpg,A-3,test_original,.jpg,3953,True,92,81,3,RGB,131.03236389160156,125.40799713134766,66.0528564453125,0.0,0.0,a9199cbc8fbf91533cf61d4b052f818fcd5069ed5f91b2cdc6ba67d1f113a09b,test_final,A-3,A-1,485,131.03236389160156
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-3\2019_0818_131042_009 1265_0.jpg,2019_0818_131042_009 1265_0.jpg,A-3,test_original,.jpg,7574,True,139,119,3,RGB,43.500247955322266,32.02079772949219,32.70258331298828,0.2933317211776797,0.0013300284142433,e4824ee97b9df6f6c8bdf3acf75391df700ae3a93e38b7c29538bda9342be0bd,test_final,A-3,A-6a,490,43.500247955322266
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0714_142630_003 127_0.jpg,2019_0714_142630_003 127_0.jpg,A-30,test_original,.jpg,1212,True,30,29,3,RGB,78.5209732055664,85.78209686279297,28.620580673217773,0.0126436781609195,0.0,371036ba53f5282b2f0c10d7d7a39f25de86900bb2aef1337847237ad01ba583,test_final,A-30,A-2,498,78.5209732055664
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 0222_0.jpg,2019_0719_142601_003 0222_0.jpg,A-30,test_original,.jpg,872,True,17,15,3,RGB,110.9136962890625,100.54999542236328,45.071556091308594,0.0039215686274509,0.0,ad44626c0c4d3ae009b8e28f4cbc9d36b319ca960578df7f6c419cb8d4afdf11,test_final,A-30,A-2,501,110.9136962890625
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 0224_0.jpg,2019_0719_142601_003 0224_0.jpg,A-30,test_original,.jpg,2393,True,55,52,3,RGB,160.94912719726562,153.99119567871094,63.27312088012695,0.001048951048951,0.0209790209790209,0a428d6157d1811a7da72364bf80eaf75157947c3ea4072ae4cfd7daa4e7fbce,test_final,A-30,A-2,503,160.94912719726562
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 1155_0.jpg,2019_0719_142601_003 1155_0.jpg,A-30,test_original,.jpg,1401,True,30,28,3,RGB,172.75926208496094,169.76319885253906,58.29933166503906,0.0142857142857142,0.0809523809523809,bbe24cc5613b79e5bdaaedfb953e265c9dbc63f8a30659cd019c06c89fb0fedc,test_final,A-30,A-1,507,172.75926208496094
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 1224_0.jpg,2019_0719_142601_003 1224_0.jpg,A-30,test_original,.jpg,1737,True,44,33,3,RGB,84.76966857910156,64.44149780273438,50.644779205322266,0.0365013774104683,0.0,ab7c9c3f429e72ccf9899896f9ef00c29334b94245c316cedce6b7cf93e80bc8,test_final,A-30,A-12a,508,84.76966857910156
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 1233_0.jpg,2019_0719_142601_003 1233_0.jpg,A-30,test_original,.jpg,1652,True,36,32,3,RGB,111.64089965820312,111.2353973388672,62.60504531860352,0.0486111111111111,0.0043402777777777,2742918fdbf46d4565c818fa7a51f4cc8800b9238eba634d31bca6c8e607c7ef,test_final,A-30,A-29,510,111.64089965820312
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 1297_0.jpg,2019_0719_142601_003 1297_0.jpg,A-30,test_original,.jpg,1087,True,23,18,3,RGB,181.12266540527344,197.0404052734375,45.52525329589844,0.0096618357487922,0.0,7fd66770cda591ecfecb21de6a608f1a0449b595cd370eb4090c4f04f0e28ef5,test_final,A-30,A-2,512,181.12266540527344
