path,filename,class_code,source_split,extension,file_size_bytes,read_ok,width,height,channels,mode,mean_brightness,median_brightness,std_brightness,dark_pixel_ratio,bright_pixel_ratio,sha256,split,true_class,predicted_original,predicted_bright3,dataset_index,original_brightness
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-18b\2019_0809_155001_003 2065_0.jpg,2019_0809_155001_003 2065_0.jpg,A-18b,test_original,.jpg,4752,True,80,67,3,RGB,109.23248291015624,88.75360107421875,70.77969360351562,0.044776119402985,0.0,79cec06f1e3329cba0f0c7c12a3cec77a96adde60b1747dd8f53b8607565844e,test_final,A-18b,A-18b,A-30,268,109.23248291015624
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0719_142601_003 1209_0.jpg,2019_0719_142601_003 1209_0.jpg,A-2,test_original,.jpg,1129,True,25,21,3,RGB,182.77479553222656,190.455810546875,54.04585266113281,0.0152380952380952,0.0247619047619047,11b3fdbb08d326d9340e51efa36857aab81f308416799115fe8b973329303be9,test_final,A-2,A-2,A-1,326,182.77479553222656
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0726_185626_003 195_0.jpg,2019_0726_185626_003 195_0.jpg,A-2,test_original,.jpg,1922,True,37,36,3,RGB,93.76904296875,68.06939697265625,76.34691619873047,0.1989489489489489,0.0,4a7658d469867cf32d610186a73fedb4eecb8cc8b6e0220125f22f55b5c08bd0,test_final,A-2,A-2,A-1,335,93.76904296875
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0811_175830_003 1542_0.jpg,2019_0811_175830_003 1542_0.jpg,A-2,test_original,.jpg,1737,True,49,43,3,RGB,47.706504821777344,43.93180084228516,34.15156555175781,0.3597532036070242,0.0,e33311cda5cb693ef53e14cbd2c6898a74f018c59d28481fb1ee30ef2aa2bd53,test_final,A-2,A-2,A-1,345,47.706504821777344
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0901_165821_014 0333_0.jpg,2019_0901_165821_014 0333_0.jpg,A-2,test_original,.jpg,1416,True,32,39,3,RGB,96.17205047607422,80.20339965820312,40.29577255249024,0.0016025641025641,0.0,3acc5691648d9fa6cbdaa95f386a63cb101c2d13c9bbccf2603716c2d438cb14,test_final,A-2,A-2,A-1,366,96.17205047607422
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0901_165821_014 0431_0.jpg,2019_0901_165821_014 0431_0.jpg,A-2,test_original,.jpg,11655,True,174,212,3,RGB,114.42269897460938,88.48400115966797,57.52712631225586,0.0129310344827586,0.0,3e5bc437c3bdfbe8861b58e3a34d4294f2ea5bf32ccae2702bd32b8a0ea21d52,test_final,A-2,A-2,A-1,368,114.42269897460938
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-2\2019_0905_182313_001 0085_0.jpg,2019_0905_182313_001 0085_0.jpg,A-2,test_original,.jpg,5496,True,102,90,3,RGB,126.68645477294922,130.96109008789062,65.54789733886719,0.0062091503267973,0.0,3aacff61139543005f4d7eed47b0db702b0a2a6dc2a5b72313c7401ba2b45a8e,test_final,A-2,A-2,A-1,371,126.68645477294922
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-20\2019_0719_142601_003 0965_1.jpg,2019_0719_142601_003 0965_1.jpg,A-20,test_original,.jpg,4847,True,69,89,3,RGB,80.2233657836914,61.05860137939453,48.07999420166016,0.0529229767138902,0.0,e688e583fa073995ac6c3a07503e51473a032e4fe23a73f197902ffff3159fdd,test_final,A-20,A-20,A-12a,379,80.2233657836914
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-20\2019_0809_155001_003 1160_1.jpg,2019_0809_155001_003 1160_1.jpg,A-20,test_original,.jpg,2745,True,48,49,3,RGB,154.8316192626953,180.64170837402344,72.115478515625,0.0259353741496598,0.0204081632653061,81f78cbf12a59fb13295aa6bb599bf206513ce1f88bb6c52a24e5bcdd4f4f63e,test_final,A-20,A-20,A-30,384,154.8316192626953
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-29\2019_0719_142601_003 1500_0.jpg,2019_0719_142601_003 1500_0.jpg,A-29,test_original,.jpg,1327,True,30,26,3,RGB,91.3248519897461,69.14469909667969,55.66788482666016,0.0128205128205128,0.0,15069008b9a957ce6e62ec594955ce1a433c4d5759b9a397dd0db9f2018a88a3,test_final,A-29,A-29,A-6b,403,91.3248519897461
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-29\2019_0811_183255_004 1164_0.jpg,2019_0811_183255_004 1164_0.jpg,A-29,test_original,.jpg,5505,True,133,118,3,RGB,30.317991256713867,27.263599395751957,26.000185012817383,0.2856505670957053,0.0001274372371606,52d1388d73e0b0acc04725a6d1f7573653961d2660c279f9f2e38812cb9125c0,test_final,A-29,A-29,A-30,447,30.317991256713867
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-3\2019_0905_182313_001 1329_0.jpg,2019_0905_182313_001 1329_0.jpg,A-3,test_original,.jpg,2308,True,43,49,3,RGB,111.2377471923828,104.10479736328124,61.47651672363281,0.0322733744660655,0.0033222591362126,996bcc1b115e0cc5b0f0aa57bf60a42ccff220c686664d2e867dcd2146d8cc59,test_final,A-3,A-3,A-4,491,111.2377471923828
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-3\2019_0905_182313_001 1330_0.jpg,2019_0905_182313_001 1330_0.jpg,A-3,test_original,.jpg,6833,True,134,116,3,RGB,91.23532104492188,70.13600158691406,56.90950393676758,0.0075913535769428,0.0,ad6865953e16315c836067a47dc4a3095bf159f10104ec824d982673ec4695ac,test_final,A-3,A-3,A-4,492,91.23532104492188
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0714_142630_003 127_0.jpg,2019_0714_142630_003 127_0.jpg,A-30,test_original,.jpg,1212,True,30,29,3,RGB,78.5209732055664,85.78209686279297,28.620580673217773,0.0126436781609195,0.0,371036ba53f5282b2f0c10d7d7a39f25de86900bb2aef1337847237ad01ba583,test_final,A-30,A-30,A-6b,498,78.5209732055664
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 1233_0.jpg,2019_0719_142601_003 1233_0.jpg,A-30,test_original,.jpg,1652,True,36,32,3,RGB,111.64089965820312,111.2353973388672,62.60504531860352,0.0486111111111111,0.0043402777777777,2742918fdbf46d4565c818fa7a51f4cc8800b9238eba634d31bca6c8e607c7ef,test_final,A-30,A-30,A-6b,510,111.64089965820312
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 1957_0.jpg,2019_0719_142601_003 1957_0.jpg,A-30,test_original,.jpg,1606,True,43,32,3,RGB,94.10148620605467,74.2323989868164,49.62157440185547,0.0276162790697674,0.0,6742e7d495c807888e1f424ed443907f0d8a4158f016faddd98f90418195e492,test_final,A-30,A-30,A-21,527,94.10148620605467
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_142601_003 2034_0.jpg,2019_0719_142601_003 2034_0.jpg,A-30,test_original,.jpg,1508,True,39,31,3,RGB,92.59481811523438,74.13880157470703,43.81188201904297,0.0157154673283705,0.0,27706ef220263561194738c3679911ffc35e8f2d31b9e8911504134522d5a7b2,test_final,A-30,A-30,A-12a,530,92.59481811523438
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0719_150032_004 0660_0.jpg,2019_0719_150032_004 0660_0.jpg,A-30,test_original,.jpg,1523,True,33,29,3,RGB,133.73089599609375,137.6322021484375,55.15850830078125,0.0156739811912225,0.0459770114942528,c86b40bb0643ae07f88051cb6dacbe82f8f40b9ad777767248224b9beb0931a0,test_final,A-30,A-30,A-12a,541,133.73089599609375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-30\2019_0809_162432_004 1419_0.jpg,2019_0809_162432_004 1419_0.jpg,A-30,test_original,.jpg,1259,True,28,25,3,RGB,126.7948226928711,129.66949462890625,38.392425537109375,0.0071428571428571,0.0,0432acafbb2532fbebc2f95a28f22c699fad44b388a7eb2fe217988d5b80e2b8,test_final,A-30,A-30,A-6b,587,126.7948226928711
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-32\2019_0719_142601_003 0119_1.jpg,2019_0719_142601_003 0119_1.jpg,A-32,test_original,.jpg,1261,True,26,25,3,RGB,157.66488647460938,156.93960571289062,43.91388320922852,0.0,0.0215384615384615,9a0ec42a698e3c8e289588917ea18884526769449679d181c8f7b23d9cd4b5da,test_final,A-32,A-32,A-17,629,157.66488647460938
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-32\2019_0721_181936_005 314_0.jpg,2019_0721_181936_005 314_0.jpg,A-32,test_original,.jpg,1874,True,39,53,3,RGB,115.64772033691406,66.55879974365234,79.83470153808594,0.0362844702467343,0.0140299951620706,2225ff853b26d17a42d68dce4fddb11138f2aa3bcfed2318643dde231a69816f,test_final,A-32,A-32,A-20,636,115.64772033691406
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-32\2019_0721_181936_005 534_1.jpg,2019_0721_181936_005 534_1.jpg,A-32,test_original,.jpg,3153,True,67,88,3,RGB,135.82908630371094,83.21780395507812,77.47447967529297,0.0049185888738127,0.0098371777476255,5ffbf532ac03fd332e14bd7ca8c25950e0a278ef0160693816c097b4381f88b2,test_final,A-32,A-32,A-20,639,135.82908630371094
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-32\2019_0809_155001_003 0406_0.jpg,2019_0809_155001_003 0406_0.jpg,A-32,test_original,.jpg,1809,True,45,32,3,RGB,105.69248962402344,109.95970153808594,42.61310195922852,0.0076388888888888,0.0013888888888888,5e1db5ae8f0c068ff6084e94a9abc2c231d24ac14d76dba41e8967f356fe44a5,test_final,A-32,A-32,A-17,648,105.69248962402344
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-32\2019_0816_172034_007 0523_0.jpg,2019_0816_172034_007 0523_0.jpg,A-32,test_original,.jpg,14632,True,182,184,3,RGB,68.58885192871094,57.79949951171875,56.21901321411133,0.3248924988055423,0.0067486860965121,aa47268de3e1ca95ce214a445f5feaee9b839d841753a69e3e8b218348030397,test_final,A-32,A-32,A-17,678,68.58885192871094
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_0811_175830_003 1063_0.jpg,2019_0811_175830_003 1063_0.jpg,A-4,test_original,.jpg,5506,True,91,80,3,RGB,177.70669555664062,177.15060424804688,66.4732437133789,0.0039835164835164,0.3181318681318681,295f01589e95d3b49024128efaabda99b715f9cbb67012ecc798504841b852a1,test_final,A-4,A-4,A-3,690,177.70669555664062
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_092421_001 1615_0.jpg,2019_1223_092421_001 1615_0.jpg,A-4,test_original,.jpg,2295,True,54,48,3,RGB,143.34835815429688,150.6676025390625,38.06489944458008,0.0,0.0,6c41ba230154abe1ba11d03d8dd6ab628cefe4e8129be20e38e1667fe0dc80ca,test_final,A-4,A-4,A-3,709,143.34835815429688
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_110958_003 1099_0.jpg,2019_1223_110958_003 1099_0.jpg,A-4,test_original,.jpg,2361,True,65,52,3,RGB,188.2369842529297,204.7781982421875,50.156009674072266,0.0,0.001775147928994,f5b46b398bda7e0c590105ea8b00cf7f71ea5a6382588b542945d71198211ad3,test_final,A-4,A-4,A-3,710,188.2369842529297
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_114427_004 0156_0.jpg,2019_1223_114427_004 0156_0.jpg,A-4,test_original,.jpg,1448,True,35,29,3,RGB,113.91104125976562,110.62979125976562,31.91001892089844,0.0029556650246305,0.0,e37cc01150f4dbdb88b472e6b9eb99e52b2d3e228fb0da6fdff7c4e87b001327,test_final,A-4,A-4,A-3,712,113.91104125976562
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0809_155001_003 1213_0.jpg,2019_0809_155001_003 1213_0.jpg,A-6a,test_original,.jpg,1354,True,26,26,3,RGB,163.31430053710938,185.56500244140625,64.71076965332031,0.051775147928994,0.0029585798816568,0fafd7f811d0ad41f13f9336038ca68a293143b278cbd2c48c636f9c1f8dc9f8,test_final,A-6a,A-6a,A-6b,743,163.31430053710938
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0811_183255_004 0700_0.jpg,2019_0811_183255_004 0700_0.jpg,A-6a,test_original,.jpg,9838,True,127,118,3,RGB,66.54718017578125,60.3556022644043,56.13140106201172,0.2100627252101961,0.0014013078873615,1e755bdff1a256c7cd48ff26075a6ece437fc620237408a0b89d276d6d0361dc,test_final,A-6a,A-6a,A-6c,767,66.54718017578125
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0719_142601_003 0659_0.jpg,2019_0719_142601_003 0659_0.jpg,A-6b,test_original,.jpg,1670,True,40,37,3,RGB,82.48995208740234,75.95880126953125,38.66012573242188,0.0168918918918918,0.0,2e36a972665e1299ba5b02c0f0ca0314308a76f0ef064238380d7de830b9ac79,test_final,A-6b,A-6b,A-6c,791,82.48995208740234
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0719_142601_003 1099_0.jpg,2019_0719_142601_003 1099_0.jpg,A-6b,test_original,.jpg,1843,True,45,39,3,RGB,179.4232177734375,211.3827972412109,64.813720703125,0.0022792022792022,0.0336182336182336,d54d97df3072207dfed6df988e369dc52d359198ff197de65e636c025ef53714,test_final,A-6b,A-6b,A-6c,793,179.4232177734375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0719_142601_003 1437_0.jpg,2019_0719_142601_003 1437_0.jpg,A-6b,test_original,.jpg,1443,True,38,31,3,RGB,79.84184265136719,43.93429946899414,60.87746810913086,0.0288624787775891,0.0,3810b70a7beb98339a924a752d8080b0652ef5ffa74976fca76df084acf1e0a4,test_final,A-6b,A-6b,A-6c,797,79.84184265136719
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0719_150032_004 0437_0.jpg,2019_0719_150032_004 0437_0.jpg,A-6b,test_original,.jpg,3105,True,70,71,3,RGB,183.97772216796875,227.40679931640625,76.85606384277344,0.0052313883299798,0.4845070422535211,29d89d005ab7462ce376ebfd29d075a8f68a42cac9368c2aa57f617755021c45,test_final,A-6b,A-6b,A-6c,801,183.97772216796875
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0809_155001_003 1336_0.jpg,2019_0809_155001_003 1336_0.jpg,A-6b,test_original,.jpg,7648,True,102,104,3,RGB,109.85435485839844,80.139404296875,76.62322235107422,0.0397812971342383,0.0021681749622926,e8d9feac53c4f7c445958e58f036791b750d8d8da6ff80e5bb9172941f7f8bcd,test_final,A-6b,A-6b,A-6c,813,109.85435485839844
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0811_183255_004 0305_0.jpg,2019_0811_183255_004 0305_0.jpg,A-6b,test_original,.jpg,4994,True,141,110,3,RGB,20.47736549377441,14.076199531555176,20.30888938903809,0.5818826563507414,0.0,913a9c51361f9743ef96a5d93df3da090865c9359c530ece8c32e84d26c081ed,test_final,A-6b,A-6b,A-6c,818,20.47736549377441
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0811_183255_004 0750_0.jpg,2019_0811_183255_004 0750_0.jpg,A-6b,test_original,.jpg,3479,True,84,74,3,RGB,149.32493591308594,235.01719665527344,96.9365005493164,0.0884813384813384,0.0622586872586872,bc02497a3db8f918f3ee97d2bc91b0b6d55851e38386c80407dcbfe4b7b06bf8,test_final,A-6b,A-6b,A-6a,820,149.32493591308594
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0815_090538_005 0845_0.jpg,2019_0815_090538_005 0845_0.jpg,A-6b,test_original,.jpg,6244,True,143,132,3,RGB,61.78458023071289,58.64180374145508,17.27552604675293,0.0002648866285229,0.0,fdd7babe0cbaaf9b1fc6a5fc4c2cce32bb8caed303d92659b9ff9b22de231b4e,test_final,A-6b,A-6b,A-6c,830,61.78458023071289
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0815_090538_005 1954_0.jpg,2019_0815_090538_005 1954_0.jpg,A-6b,test_original,.jpg,3881,True,88,82,3,RGB,153.61695861816406,185.9208984375,79.60669708251953,0.0342294900221729,0.0189855875831485,4c98c00021a4865640a55dca92a2f2d325fa9e0347fa3ad258831099668645d1,test_final,A-6b,A-6b,A-6c,832,153.61695861816406
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0816_172034_007 0005_0.jpg,2019_0816_172034_007 0005_0.jpg,A-6b,test_original,.jpg,6727,True,110,135,3,RGB,153.0025177001953,177.7397918701172,53.27166366577149,0.0008080808080808,0.0,2254c544ba5a27366a4a5c1e3e3f66c867570cf9cbabdb422dcbe68b3296800a,test_final,A-6b,A-6b,A-6c,833,153.0025177001953
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0818_131042_009 1708_0.jpg,2019_0818_131042_009 1708_0.jpg,A-6b,test_original,.jpg,2263,True,51,45,3,RGB,79.19570922851562,102.04619598388672,49.21583938598633,0.1533769063180828,0.0,c830c39c226917d04e973cca162a5c2cafffb9453ffd8e55505538eeab4030be,test_final,A-6b,A-6b,A-6c,837,79.19570922851562
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 1709_0.jpg,2019_0905_182313_001 1709_0.jpg,A-6b,test_original,.jpg,2167,True,51,49,3,RGB,182.2570953369141,174.27439880371094,72.66425323486328,0.0032012805122048,0.4385754301720688,b869e5cb808d5bd3c95e77616691346ab1ff24ddd54f4308112c4b4a3029baf8,test_final,A-6b,A-6b,A-6c,852,182.2570953369141
