path,filename,class_code,source_split,extension,file_size_bytes
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0726_185626_003 196_mirrored_0.jpg,2019_0726_185626_003 196_mirrored_0.jpg,A-1,train_original,.jpg,4672
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0726_185626_003 409_mirrored_0.jpg,2019_0726_185626_003 409_mirrored_0.jpg,A-1,train_original,.jpg,2050
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0726_185626_003 410_mirrored_0.jpg,2019_0726_185626_003 410_mirrored_0.jpg,A-1,train_original,.jpg,7662
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0726_185626_003 442_mirrored_0.jpg,2019_0726_185626_003 442_mirrored_0.jpg,A-1,train_original,.jpg,1460
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0726_185626_003 443_mirrored_0.jpg,2019_0726_185626_003 443_mirrored_0.jpg,A-1,train_original,.jpg,4986
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0726_185626_003 542_mirrored_0.jpg,2019_0726_185626_003 542_mirrored_0.jpg,A-1,train_original,.jpg,3466
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0726_185626_003 775_mirrored_0.jpg,2019_0726_185626_003 775_mirrored_0.jpg,A-1,train_original,.jpg,1957
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0809_155001_003 1425_mirrored_0.jpg,2019_0809_155001_003 1425_mirrored_0.jpg,A-1,train_original,.jpg,2275
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0809_155001_003 1968_mirrored_0.jpg,2019_0809_155001_003 1968_mirrored_0.jpg,A-1,train_original,.jpg,3510
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0811_175830_003 1542_mirrored_0.jpg,2019_0811_175830_003 1542_mirrored_0.jpg,A-1,train_original,.jpg,1633
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0811_175830_003 1543_mirrored_0.jpg,2019_0811_175830_003 1543_mirrored_0.jpg,A-1,train_original,.jpg,10654
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0811_175830_003 1572_mirrored_0.jpg,2019_0811_175830_003 1572_mirrored_0.jpg,A-1,train_original,.jpg,2888
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0811_175830_003 1797_mirrored_0.jpg,2019_0811_175830_003 1797_mirrored_0.jpg,A-1,train_original,.jpg,11192
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0811_183255_004 0741_mirrored_0.jpg,2019_0811_183255_004 0741_mirrored_0.jpg,A-1,train_original,.jpg,2695
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0815_090538_005 0564_mirrored_0.jpg,2019_0815_090538_005 0564_mirrored_0.jpg,A-1,train_original,.jpg,6627
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0815_090538_005 0954_mirrored_0.jpg,2019_0815_090538_005 0954_mirrored_0.jpg,A-1,train_original,.jpg,1821
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0815_090538_005 1717_mirrored_0.jpg,2019_0815_090538_005 1717_mirrored_0.jpg,A-1,train_original,.jpg,3070
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0815_090538_005 1934_mirrored_0.jpg,2019_0815_090538_005 1934_mirrored_0.jpg,A-1,train_original,.jpg,3981
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0815_090538_005 1962_mirrored_0.jpg,2019_0815_090538_005 1962_mirrored_0.jpg,A-1,train_original,.jpg,1246
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0815_090538_005 1963_mirrored_0.jpg,2019_0815_090538_005 1963_mirrored_0.jpg,A-1,train_original,.jpg,4390
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0815_090538_005 2066_mirrored_0.jpg,2019_0815_090538_005 2066_mirrored_0.jpg,A-1,train_original,.jpg,8534
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0816_172034_007 0496_mirrored_0.jpg,2019_0816_172034_007 0496_mirrored_0.jpg,A-1,train_original,.jpg,3867
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0816_172034_007 1006_mirrored_0.jpg,2019_0816_172034_007 1006_mirrored_0.jpg,A-1,train_original,.jpg,10314
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0818_131042_009 0079_mirrored_0.jpg,2019_0818_131042_009 0079_mirrored_0.jpg,A-1,train_original,.jpg,4585
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0818_131042_009 0359_mirrored_0.jpg,2019_0818_131042_009 0359_mirrored_0.jpg,A-1,train_original,.jpg,3667
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0818_131042_009 0397_mirrored_0.jpg,2019_0818_131042_009 0397_mirrored_0.jpg,A-1,train_original,.jpg,1959
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0818_131042_009 0398_mirrored_0.jpg,2019_0818_131042_009 0398_mirrored_0.jpg,A-1,train_original,.jpg,7960
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0818_131042_009 0965_mirrored_0.jpg,2019_0818_131042_009 0965_mirrored_0.jpg,A-1,train_original,.jpg,1572
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0818_131042_009 0966_mirrored_0.jpg,2019_0818_131042_009 0966_mirrored_0.jpg,A-1,train_original,.jpg,9214
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0818_131042_009 1496_mirrored_0.jpg,2019_0818_131042_009 1496_mirrored_0.jpg,A-1,train_original,.jpg,8520
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0901_165821_014 0333_mirrored_0.jpg,2019_0901_165821_014 0333_mirrored_0.jpg,A-1,train_original,.jpg,1476
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0901_165821_014 0430_mirrored_0.jpg,2019_0901_165821_014 0430_mirrored_0.jpg,A-1,train_original,.jpg,1778
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0901_165821_014 0431_mirrored_0.jpg,2019_0901_165821_014 0431_mirrored_0.jpg,A-1,train_original,.jpg,12901
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0901_165821_014 1649_mirrored_0.jpg,2019_0901_165821_014 1649_mirrored_0.jpg,A-1,train_original,.jpg,1936
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0083_mirrored_0.jpg,2019_0905_182313_001 0083_mirrored_0.jpg,A-1,train_original,.jpg,1552
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0085_mirrored_0.jpg,2019_0905_182313_001 0085_mirrored_0.jpg,A-1,train_original,.jpg,5888
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0387_0.jpg,2019_0905_182313_001 0387_0.jpg,A-1,train_original,.jpg,1329
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0388_0.jpg,2019_0905_182313_001 0388_0.jpg,A-1,train_original,.jpg,2073
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0389_0.jpg,2019_0905_182313_001 0389_0.jpg,A-1,train_original,.jpg,4653
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0479_0.jpg,2019_0905_182313_001 0479_0.jpg,A-1,train_original,.jpg,2599
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0480_0.jpg,2019_0905_182313_001 0480_0.jpg,A-1,train_original,.jpg,10110
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0591_0.jpg,2019_0905_182313_001 0591_0.jpg,A-1,train_original,.jpg,7030
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0829_mirrored_0.jpg,2019_0905_182313_001 0829_mirrored_0.jpg,A-1,train_original,.jpg,2748
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 0981_0.jpg,2019_0905_182313_001 0981_0.jpg,A-1,train_original,.jpg,4333
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 1268_0.jpg,2019_0905_182313_001 1268_0.jpg,A-1,train_original,.jpg,5564
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 1405_mirrored_0.jpg,2019_0905_182313_001 1405_mirrored_0.jpg,A-1,train_original,.jpg,2886
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0905_182313_001 1522_0.jpg,2019_0905_182313_001 1522_0.jpg,A-1,train_original,.jpg,3104
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0927_153929_042 1520_mirrored_0.jpg,2019_0927_153929_042 1520_mirrored_0.jpg,A-1,train_original,.jpg,1921
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0927_161359_043 0216_mirrored_0.jpg,2019_0927_161359_043 0216_mirrored_0.jpg,A-1,train_original,.jpg,2402
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0927_161359_043 0443_0.jpg,2019_0927_161359_043 0443_0.jpg,A-1,train_original,.jpg,1498
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0927_161359_043 0444_0.jpg,2019_0927_161359_043 0444_0.jpg,A-1,train_original,.jpg,6030
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0927_161359_043 1835_0.jpg,2019_0927_161359_043 1835_0.jpg,A-1,train_original,.jpg,2058
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0927_161359_043 1836_0.jpg,2019_0927_161359_043 1836_0.jpg,A-1,train_original,.jpg,4854
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_143436_042 0169_mirrored_0.jpg,2019_0929_143436_042 0169_mirrored_0.jpg,A-1,train_original,.jpg,1854
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_143436_042 0276_mirrored_0.jpg,2019_0929_143436_042 0276_mirrored_0.jpg,A-1,train_original,.jpg,1696
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_143436_042 0277_mirrored_0.jpg,2019_0929_143436_042 0277_mirrored_0.jpg,A-1,train_original,.jpg,7727
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_143436_042 1471_mirrored_0.jpg,2019_0929_143436_042 1471_mirrored_0.jpg,A-1,train_original,.jpg,1316
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_143436_042 1472_mirrored_0.jpg,2019_0929_143436_042 1472_mirrored_0.jpg,A-1,train_original,.jpg,5354
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_143436_042 1706_0.jpg,2019_0929_143436_042 1706_0.jpg,A-1,train_original,.jpg,1606
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_143436_042 1707_0.jpg,2019_0929_143436_042 1707_0.jpg,A-1,train_original,.jpg,3898
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_150907_043 0186_0.jpg,2019_0929_150907_043 0186_0.jpg,A-1,train_original,.jpg,2027
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_0929_150907_043 0187_0.jpg,2019_0929_150907_043 0187_0.jpg,A-1,train_original,.jpg,5879
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1030_162407_042 1431_mirrored_0.jpg,2019_1030_162407_042 1431_mirrored_0.jpg,A-1,train_original,.jpg,2319
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1030_162407_042 1977_mirrored_0.jpg,2019_1030_162407_042 1977_mirrored_0.jpg,A-1,train_original,.jpg,2723
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1030_165838_043 0119_0.jpg,2019_1030_165838_043 0119_0.jpg,A-1,train_original,.jpg,2936
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1030_165838_043 1346_0.jpg,2019_1030_165838_043 1346_0.jpg,A-1,train_original,.jpg,2449
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1030_165838_043 1347_0.jpg,2019_1030_165838_043 1347_0.jpg,A-1,train_original,.jpg,6375
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 0579_mirrored_0.jpg,2019_1223_092421_001 0579_mirrored_0.jpg,A-1,train_original,.jpg,3040
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 0635_0.jpg,2019_1223_092421_001 0635_0.jpg,A-1,train_original,.jpg,2464
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 0748_0.jpg,2019_1223_092421_001 0748_0.jpg,A-1,train_original,.jpg,1711
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 0793_0.jpg,2019_1223_092421_001 0793_0.jpg,A-1,train_original,.jpg,3251
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 0897_mirrored_0.jpg,2019_1223_092421_001 0897_mirrored_0.jpg,A-1,train_original,.jpg,2444
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1026_mirrored_0.jpg,2019_1223_092421_001 1026_mirrored_0.jpg,A-1,train_original,.jpg,1548
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1066_0.jpg,2019_1223_092421_001 1066_0.jpg,A-1,train_original,.jpg,1536
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1369_mirrored_0.jpg,2019_1223_092421_001 1369_mirrored_0.jpg,A-1,train_original,.jpg,2023
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1530_mirrored_0.jpg,2019_1223_092421_001 1530_mirrored_0.jpg,A-1,train_original,.jpg,2839
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1656_0.jpg,2019_1223_092421_001 1656_0.jpg,A-1,train_original,.jpg,1576
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1657_0.jpg,2019_1223_092421_001 1657_0.jpg,A-1,train_original,.jpg,5423
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1682_mirrored_0.jpg,2019_1223_092421_001 1682_mirrored_0.jpg,A-1,train_original,.jpg,1842
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_092421_001 1713_mirrored_0.jpg,2019_1223_092421_001 1713_mirrored_0.jpg,A-1,train_original,.jpg,1946
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_101740_002 331_0.jpg,2019_1223_101740_002 331_0.jpg,A-1,train_original,.jpg,1757
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_101740_002 332_0.jpg,2019_1223_101740_002 332_0.jpg,A-1,train_original,.jpg,6286
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-1\2019_1223_101740_002 362_0.jpg,2019_1223_101740_002 362_0.jpg,A-1,train_original,.jpg,1953
