path,filename,class_code,source_split,extension,file_size_bytes,read_ok,width,height,channels,mode,mean_brightness,median_brightness,std_brightness,dark_pixel_ratio,bright_pixel_ratio,sha256
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-26c\2020_0321_094429_005 0203_0.jpg,2020_0321_094429_005 0203_0.jpg,D-26c,train_original,.jpg,1255,True,35,33,3,RGB,54.699947357177734,57.14839553833008,20.80666160583496,0.006926406926406926,0.0,062f3248d88534e136452e9f68dfaaf827fceabead2050b21b8cc78e4700f40b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-26c\2020_0321_094429_005 0203_1.jpg,2020_0321_094429_005 0203_1.jpg,D-26c,train_original,.jpg,1255,True,35,33,3,RGB,54.699947357177734,57.14839553833008,20.80666160583496,0.006926406926406926,0.0,062f3248d88534e136452e9f68dfaaf827fceabead2050b21b8cc78e4700f40b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-23\2020_0321_094429_005 0363_0.jpg,2020_0321_094429_005 0363_0.jpg,D-23,train_original,.jpg,2370,True,51,52,3,RGB,94.11180114746094,92.11030578613281,52.34907531738281,0.007918552036199095,0.0007541478129713424,06491f2079caa663c1248486de5e3fc70d7aa429bc9b9a57866410713bfa3b23
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-23\2020_0321_094429_005 0363_1.jpg,2020_0321_094429_005 0363_1.jpg,D-23,train_original,.jpg,2370,True,51,52,3,RGB,94.11180114746094,92.11030578613281,52.34907531738281,0.007918552036199095,0.0007541478129713424,06491f2079caa663c1248486de5e3fc70d7aa429bc9b9a57866410713bfa3b23
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-32\2020_0321_094429_005 0201_1.jpg,2020_0321_094429_005 0201_1.jpg,A-32,train_original,.jpg,2005,True,57,55,3,RGB,74.76482391357422,70.18460083007812,25.547672271728516,0.002551834130781499,0.0,0a8d88cef514d89ba7128a251fca026ae3e774f36dc1d8efa2ed0e0e18f87641
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-32\2020_0321_094429_005 0201_0.jpg,2020_0321_094429_005 0201_0.jpg,A-32,train_original,.jpg,2005,True,57,55,3,RGB,74.76482391357422,70.18460083007812,25.547672271728516,0.002551834130781499,0.0,0a8d88cef514d89ba7128a251fca026ae3e774f36dc1d8efa2ed0e0e18f87641
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-36\2020_0321_094429_005 0112_0.jpg,2020_0321_094429_005 0112_0.jpg,B-36,train_original,.jpg,1398,True,33,37,3,RGB,101.30160522460938,72.59080505371094,52.511505126953125,0.0,0.0,0b7b8adb520b16c805ebcb190be199e287ef6344b2da8566740ff5440476be49
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-36\2020_0321_094429_005 0112_1.jpg,2020_0321_094429_005 0112_1.jpg,B-36,train_original,.jpg,1398,True,33,37,3,RGB,101.30160522460938,72.59080505371094,52.511505126953125,0.0,0.0,0b7b8adb520b16c805ebcb190be199e287ef6344b2da8566740ff5440476be49
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-32\2020_0321_094429_005 0543_0.jpg,2020_0321_094429_005 0543_0.jpg,A-32,train_original,.jpg,5122,True,90,94,3,RGB,85.03648376464844,57.51519775390625,55.28054428100586,0.03877068557919622,0.00047281323877068556,0d7df8774704a92e0676db1d9ad807982c6b7ec63ad09dd28507afcccff28795
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-32\2020_0321_094429_005 0543_1.jpg,2020_0321_094429_005 0543_1.jpg,A-32,train_original,.jpg,5122,True,90,94,3,RGB,85.03648376464844,57.51519775390625,55.28054428100586,0.03877068557919622,0.00047281323877068556,0d7df8774704a92e0676db1d9ad807982c6b7ec63ad09dd28507afcccff28795
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-1\2019_0901_165821_014 1010_0.jpg,2019_0901_165821_014 1010_0.jpg,D-1,train_original,.jpg,1826,True,55,52,3,RGB,44.84130096435547,32.50279998779297,30.68262481689453,0.4034965034965035,0.0,0dca597d0a4cf065520225a49fc3555e85d965f27f7dda9c01696f0d0a198d90
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-1\2019_0901_165821_014 1010_1.jpg,2019_0901_165821_014 1010_1.jpg,D-1,train_original,.jpg,1826,True,55,52,3,RGB,44.84130096435547,32.50279998779297,30.68262481689453,0.4034965034965035,0.0,0dca597d0a4cf065520225a49fc3555e85d965f27f7dda9c01696f0d0a198d90
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-18b\2020_0321_094429_005 0514_0.jpg,2020_0321_094429_005 0514_0.jpg,A-18b,train_original,.jpg,2446,True,65,56,3,RGB,126.02667236328125,114.97370147705078,65.6783676147461,0.020054945054945057,0.004395604395604396,0e970ca8b5cc626ad4980f4b096f78be98abcaf407b911be5bff876d34644c39
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-18b\2020_0321_094429_005 0514_1.jpg,2020_0321_094429_005 0514_1.jpg,A-18b,train_original,.jpg,2446,True,65,56,3,RGB,126.02667236328125,114.97370147705078,65.6783676147461,0.020054945054945057,0.004395604395604396,0e970ca8b5cc626ad4980f4b096f78be98abcaf407b911be5bff876d34644c39
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-18b\2020_0321_094429_005 0574_0.jpg,2020_0321_094429_005 0574_0.jpg,A-18b,train_original,.jpg,3601,True,87,102,3,RGB,68.29151153564453,76.5238037109375,42.99383544921875,0.11674554879423034,0.0,108aa8b9cb0f8c5c67fb7007dcee580fe108445d115714bac6fe9c827a6de1a1
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-18b\2020_0321_094429_005 0574_1.jpg,2020_0321_094429_005 0574_1.jpg,A-18b,train_original,.jpg,3601,True,87,102,3,RGB,68.29151153564453,76.5238037109375,42.99383544921875,0.11674554879423034,0.0,108aa8b9cb0f8c5c67fb7007dcee580fe108445d115714bac6fe9c827a6de1a1
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-2\2020_0321_094429_005 0016_1.jpg,2020_0321_094429_005 0016_1.jpg,B-2,train_original,.jpg,2542,True,43,61,3,RGB,142.603271484375,163.2335968017578,66.91593170166016,0.0041936713686618375,0.040411742279832255,111e0436b6297aa0ba6ba7872fdd6a8ecc15e98ed1c37c13f0a9940252b35297
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-2\2020_0321_094429_005 0016_0.jpg,2020_0321_094429_005 0016_0.jpg,B-2,train_original,.jpg,2542,True,43,61,3,RGB,142.603271484375,163.2335968017578,66.91593170166016,0.0041936713686618375,0.040411742279832255,111e0436b6297aa0ba6ba7872fdd6a8ecc15e98ed1c37c13f0a9940252b35297
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-29\2019_0901_165821_014 1029_0.jpg,2019_0901_165821_014 1029_0.jpg,A-29,train_original,.jpg,3786,True,112,133,3,RGB,14.157718658447266,2.6956000328063965,17.193490982055664,0.6610499462943072,0.0,11325b0fad26d57b2773873688a18cbfd00b884d9db92a1ea130f7567cdc6101
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-29\2019_0901_165821_014 1029_1.jpg,2019_0901_165821_014 1029_1.jpg,A-29,train_original,.jpg,3786,True,112,133,3,RGB,14.157718658447266,2.6956000328063965,17.193490982055664,0.6610499462943072,0.0,11325b0fad26d57b2773873688a18cbfd00b884d9db92a1ea130f7567cdc6101
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-tablica\2020_0321_094429_005 0362_0.jpg,2020_0321_094429_005 0362_0.jpg,D-tablica,train_original,.jpg,2101,True,42,49,3,RGB,82.80615234375,80.08900451660156,38.353248596191406,0.02089407191448008,0.0,17b1c8cea404d962b0db7d6a677a0ad154a6cce395f553bbc285dedcce23eda7
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-tablica\2020_0321_094429_005 0362_1.jpg,2020_0321_094429_005 0362_1.jpg,D-tablica,train_original,.jpg,2101,True,42,49,3,RGB,82.80615234375,80.08900451660156,38.353248596191406,0.02089407191448008,0.0,17b1c8cea404d962b0db7d6a677a0ad154a6cce395f553bbc285dedcce23eda7
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-24\2020_0321_094429_005 0218_1.jpg,2020_0321_094429_005 0218_1.jpg,D-24,train_original,.jpg,3313,True,94,95,3,RGB,38.542476654052734,44.604000091552734,22.227880477905273,0.36103023516237404,0.0,1849b3a816bad784c057474a662a7c14fa97d1672d899dbac8b944c4da9083b2
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-24\2020_0321_094429_005 0218_0.jpg,2020_0321_094429_005 0218_0.jpg,D-24,train_original,.jpg,3313,True,94,95,3,RGB,38.542476654052734,44.604000091552734,22.227880477905273,0.36103023516237404,0.0,1849b3a816bad784c057474a662a7c14fa97d1672d899dbac8b944c4da9083b2
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6d\2020_0321_094429_005 0633_0.jpg,2020_0321_094429_005 0633_0.jpg,A-6d,train_original,.jpg,3241,True,72,80,3,RGB,89.91190338134766,104.76419830322266,40.772918701171875,0.05138888888888889,0.0,1c5afe6bf8e8976cc0a82f30b18e09e10cf70c2ea06aa9477ba5e78696d9591b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6d\2020_0321_094429_005 0633_1.jpg,2020_0321_094429_005 0633_1.jpg,A-6d,train_original,.jpg,3241,True,72,80,3,RGB,89.91190338134766,104.76419830322266,40.772918701171875,0.05138888888888889,0.0,1c5afe6bf8e8976cc0a82f30b18e09e10cf70c2ea06aa9477ba5e78696d9591b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-26c\2020_0321_094429_005 0218_1.jpg,2020_0321_094429_005 0218_1.jpg,D-26c,train_original,.jpg,3710,True,90,91,3,RGB,39.10986328125,44.589599609375,23.044048309326172,0.2824175824175824,0.0,1f5ab398bcf7a48a09f6bb4f00a881406210386ad9054cd594269de9217004d7
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-26c\2020_0321_094429_005 0218_0.jpg,2020_0321_094429_005 0218_0.jpg,D-26c,train_original,.jpg,3710,True,90,91,3,RGB,39.10986328125,44.589599609375,23.044048309326172,0.2824175824175824,0.0,1f5ab398bcf7a48a09f6bb4f00a881406210386ad9054cd594269de9217004d7
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6d\2020_0321_094429_005 0311_1.jpg,2020_0321_094429_005 0311_1.jpg,A-6d,train_original,.jpg,3340,True,86,80,3,RGB,123.30178833007812,140.4427032470703,50.721641540527344,0.0008720930232558139,0.0,24a2a18a52393901624b38d1091ffe893a7e256c3dd528ae2c1a277d3dbd3253
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6d\2020_0321_094429_005 0311_0.jpg,2020_0321_094429_005 0311_0.jpg,A-6d,train_original,.jpg,3340,True,86,80,3,RGB,123.30178833007812,140.4427032470703,50.721641540527344,0.0008720930232558139,0.0,24a2a18a52393901624b38d1091ffe893a7e256c3dd528ae2c1a277d3dbd3253
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-36\2020_0321_094429_005 0201_1.jpg,2020_0321_094429_005 0201_1.jpg,B-36,train_original,.jpg,3198,True,80,88,3,RGB,44.714447021484375,28.169601440429688,32.43366241455078,0.090625,0.00014204545454545454,2666c302cd6c3379e5a03dfe3cab7a132ea231022c415d3f7205ae49e4a37c6b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-36\2020_0321_094429_005 0201_0.jpg,2020_0321_094429_005 0201_0.jpg,B-36,train_original,.jpg,3198,True,80,88,3,RGB,44.714447021484375,28.169601440429688,32.43366241455078,0.090625,0.00014204545454545454,2666c302cd6c3379e5a03dfe3cab7a132ea231022c415d3f7205ae49e4a37c6b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6e\2020_0321_094429_005 0310_mirrored_0.jpg,2020_0321_094429_005 0310_mirrored_0.jpg,A-6e,train_original,.jpg,1236,True,38,32,3,RGB,82.9410400390625,103.88969421386719,36.45378112792969,0.027138157894736843,0.0,2770c6dfb18b0c347296613c599e76a6d7b9a0868e4978eb4084f0850dc39f6e
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6e\2020_0321_094429_005 0310_mirrored_1.jpg,2020_0321_094429_005 0310_mirrored_1.jpg,A-6e,train_original,.jpg,1236,True,38,32,3,RGB,82.9410400390625,103.88969421386719,36.45378112792969,0.027138157894736843,0.0,2770c6dfb18b0c347296613c599e76a6d7b9a0868e4978eb4084f0850dc39f6e
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6d\2020_0321_094429_005 0251_0.jpg,2020_0321_094429_005 0251_0.jpg,A-6d,train_original,.jpg,1599,True,33,36,3,RGB,113.5145492553711,85.80229187011719,70.56204986572266,0.018518518518518517,0.047979797979797977,299cabcc42a13f425e9bb385cbe9ed00b752f5d1a7e5535b5d87ed06b8d249b3
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6d\2020_0321_094429_005 0251_1.jpg,2020_0321_094429_005 0251_1.jpg,A-6d,train_original,.jpg,1599,True,33,36,3,RGB,113.5145492553711,85.80229187011719,70.56204986572266,0.018518518518518517,0.047979797979797977,299cabcc42a13f425e9bb385cbe9ed00b752f5d1a7e5535b5d87ed06b8d249b3
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-36\2020_0321_094429_005 0113_0.jpg,2020_0321_094429_005 0113_0.jpg,B-36,train_original,.jpg,2461,True,64,61,3,RGB,144.974609375,103.86319732666016,65.48817443847656,0.00025614754098360657,0.14626024590163936,2afba157dfd68706a922a8a90aa3214c8f3464a8a17282dff11ed3f21c54df82
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-36\2020_0321_094429_005 0113_1.jpg,2020_0321_094429_005 0113_1.jpg,B-36,train_original,.jpg,2461,True,64,61,3,RGB,144.974609375,103.86319732666016,65.48817443847656,0.00025614754098360657,0.14626024590163936,2afba157dfd68706a922a8a90aa3214c8f3464a8a17282dff11ed3f21c54df82
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-42\2019_0901_165821_014 1009_0.jpg,2019_0901_165821_014 1009_0.jpg,D-42,train_original,.jpg,1826,True,68,37,3,RGB,56.685699462890625,74.79019927978516,36.81296157836914,0.30723370429252783,0.0,2b0c55116bf7a4e4fb4813ad5c7f7fb4f589da2675a4913fa37494601c9e308b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-42\2019_0901_165821_014 1009_1.jpg,2019_0901_165821_014 1009_1.jpg,D-42,train_original,.jpg,1826,True,68,37,3,RGB,56.685699462890625,74.79019927978516,36.81296157836914,0.30723370429252783,0.0,2b0c55116bf7a4e4fb4813ad5c7f7fb4f589da2675a4913fa37494601c9e308b
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6e\2020_0321_094429_005 0451_mirrored_0.jpg,2020_0321_094429_005 0451_mirrored_0.jpg,A-6e,train_original,.jpg,1850,True,53,47,3,RGB,79.94242095947266,91.56439971923828,40.54048156738281,0.053392211963067045,0.0,31599991e3a7a378115b8a70b65d40cc15acb63493df3fd10254fb2a3f3cd627
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6e\2020_0321_094429_005 0451_mirrored_1.jpg,2020_0321_094429_005 0451_mirrored_1.jpg,A-6e,train_original,.jpg,1850,True,53,47,3,RGB,79.94242095947266,91.56439971923828,40.54048156738281,0.053392211963067045,0.0,31599991e3a7a378115b8a70b65d40cc15acb63493df3fd10254fb2a3f3cd627
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6e\2020_0321_094429_005 0450_mirrored_0.jpg,2020_0321_094429_005 0450_mirrored_0.jpg,A-6e,train_original,.jpg,2479,True,53,52,3,RGB,122.34834289550781,103.05270385742188,63.811614990234375,0.026124818577648767,0.0021770682148040637,31c2cf4e67a1c10dcfc19c5da8133df77c8abf0fe430700fc3d4727ead0dc768
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6e\2020_0321_094429_005 0450_mirrored_1.jpg,2020_0321_094429_005 0450_mirrored_1.jpg,A-6e,train_original,.jpg,2479,True,53,52,3,RGB,122.34834289550781,103.05270385742188,63.811614990234375,0.026124818577648767,0.0021770682148040637,31c2cf4e67a1c10dcfc19c5da8133df77c8abf0fe430700fc3d4727ead0dc768
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6c\2020_0321_094429_005 0383_mirrored_1.jpg,2020_0321_094429_005 0383_mirrored_1.jpg,A-6c,train_original,.jpg,3828,True,79,82,3,RGB,58.14826202392578,58.857398986816406,23.19900131225586,0.029330040135844396,0.0,32f50b60887745f491e424aa22e434b17826b5ce8640ee41f6b8edba63ac95dc
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6c\2020_0321_094429_005 0383_mirrored_0.jpg,2020_0321_094429_005 0383_mirrored_0.jpg,A-6c,train_original,.jpg,3828,True,79,82,3,RGB,58.14826202392578,58.857398986816406,23.19900131225586,0.029330040135844396,0.0,32f50b60887745f491e424aa22e434b17826b5ce8640ee41f6b8edba63ac95dc
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-11a\2020_0321_094429_005 0040_0.jpg,2020_0321_094429_005 0040_0.jpg,A-11a,train_original,.jpg,2260,True,55,47,3,RGB,133.49961853027344,151.98899841308594,43.327762603759766,0.00038684719535783365,0.0,3374c04dce21735d5573b1cccd488919580d32c4b593632d9096a2ff6cdf52fd
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-11a\2020_0321_094429_005 0040_1.jpg,2020_0321_094429_005 0040_1.jpg,A-11a,train_original,.jpg,2260,True,55,47,3,RGB,133.49961853027344,151.98899841308594,43.327762603759766,0.00038684719535783365,0.0,3374c04dce21735d5573b1cccd488919580d32c4b593632d9096a2ff6cdf52fd
